2019-12-14 02:25:23 INFO     Arguments:
2019-12-14 02:25:23 INFO     	dataset = voc2007-crack-corrosion
2019-12-14 02:25:23 INFO     	backbone = resnet101
2019-12-14 02:25:23 INFO     	data_dir = ./data
2019-12-14 02:25:23 INFO     	outputs_dir = ./outputs
2019-12-14 02:25:23 INFO     	resume_checkpoint = None
2019-12-14 02:25:23 INFO     	image_min_side = None
2019-12-14 02:25:23 INFO     	image_max_side = None
2019-12-14 02:25:23 INFO     	anchor_ratios = None
2019-12-14 02:25:23 INFO     	anchor_sizes = None
2019-12-14 02:25:23 INFO     	pooler_mode = None
2019-12-14 02:25:23 INFO     	rpn_pre_nms_top_n = None
2019-12-14 02:25:23 INFO     	rpn_post_nms_top_n = None
2019-12-14 02:25:23 INFO     	anchor_smooth_l1_loss_beta = None
2019-12-14 02:25:23 INFO     	proposal_smooth_l1_loss_beta = None
2019-12-14 02:25:23 INFO     	batch_size = 4
2019-12-14 02:25:23 INFO     	learning_rate = None
2019-12-14 02:25:23 INFO     	momentum = None
2019-12-14 02:25:23 INFO     	weight_decay = None
2019-12-14 02:25:23 INFO     	step_lr_sizes = None
2019-12-14 02:25:23 INFO     	step_lr_gamma = None
2019-12-14 02:25:23 INFO     	warm_up_factor = None
2019-12-14 02:25:23 INFO     	warm_up_num_iters = None
2019-12-14 02:25:23 INFO     	num_steps_to_display = None
2019-12-14 02:25:23 INFO     	num_steps_to_snapshot = None
2019-12-14 02:25:23 INFO     	num_steps_to_finish = None
2019-12-14 02:25:23 INFO     
Config:
	ANCHOR_RATIOS = [(1, 2), (1, 1), (2, 1)]
	ANCHOR_SIZES = [128, 256, 512]
	ANCHOR_SMOOTH_L1_LOSS_BETA = 1.0
	BATCH_SIZE = 4
	IMAGE_MAX_SIDE = 1000.0
	IMAGE_MIN_SIDE = 600.0
	LEARNING_RATE = 0.001
	MOMENTUM = 0.9
	NUM_STEPS_TO_DISPLAY = 20
	NUM_STEPS_TO_FINISH = 90000
	NUM_STEPS_TO_SNAPSHOT = 10000
	POOLER_MODE = Mode.ALIGN
	PROPOSAL_SMOOTH_L1_LOSS_BETA = 1.0
	RPN_POST_NMS_TOP_N = 2000
	RPN_PRE_NMS_TOP_N = 12000
	STEP_LR_GAMMA = 0.1
	STEP_LR_SIZES = [50000, 70000]
	WARM_UP_FACTOR = 0.3333
	WARM_UP_NUM_ITERS = 500
	WEIGHT_DECAY = 0.0005

2019-12-14 02:25:23 INFO     Found 218 samples
2019-12-14 02:25:26 INFO     Start training with 1 GPUs (4 batches per GPU)
path to data dir: ./data
dataset name: voc2007-crack-corrosion
choosing crack and corrosion dataset
<class 'dataset.voc2007_crack_corrosion.VOC2007CrackCorrosion'>
dataset name: voc2007-crack-corrosion
choosing crack and corrosion dataset
2019-12-14 02:25:41 INFO     [Step 20] Avg. Loss = 1.695288, Learning Rate = 0.00035997 (5.16 samples/sec; ETA 19.4 hrs)
2019-12-14 02:30:50 INFO     [Step 420] Avg. Loss = 0.929674, Learning Rate = 0.00089333 (5.25 samples/sec; ETA 19.0 hrs)
2019-12-14 02:31:06 INFO     [Step 440] Avg. Loss = 0.906523, Learning Rate = 0.00092000 (5.04 samples/sec; ETA 19.7 hrs)
2019-12-14 02:31:21 INFO     [Step 460] Avg. Loss = 0.905872, Learning Rate = 0.00094666 (5.22 samples/sec; ETA 19.1 hrs)
2019-12-14 02:31:36 INFO     [Step 480] Avg. Loss = 0.904165, Learning Rate = 0.00097333 (5.20 samples/sec; ETA 19.1 hrs)
2019-12-14 02:31:52 INFO     [Step 500] Avg. Loss = 0.903311, Learning Rate = 0.00100000 (5.00 samples/sec; ETA 19.9 hrs)
2019-12-14 02:32:08 INFO     [Step 520] Avg. Loss = 0.912067, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 19.1 hrs)
2019-12-14 02:32:23 INFO     [Step 540] Avg. Loss = 0.936145, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 19.2 hrs)
2019-12-14 02:32:39 INFO     [Step 560] Avg. Loss = 0.923273, Learning Rate = 0.00100000 (4.97 samples/sec; ETA 20.0 hrs)
2019-12-14 02:32:55 INFO     [Step 580] Avg. Loss = 0.921373, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 19.1 hrs)
2019-12-14 02:33:11 INFO     [Step 600] Avg. Loss = 0.919568, Learning Rate = 0.00100000 (4.93 samples/sec; ETA 20.2 hrs)
2019-12-14 02:33:26 INFO     [Step 620] Avg. Loss = 0.897453, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 19.1 hrs)
2019-12-14 02:33:41 INFO     [Step 640] Avg. Loss = 0.880348, Learning Rate = 0.00100000 (5.22 samples/sec; ETA 19.0 hrs)
2019-12-14 02:33:58 INFO     [Step 660] Avg. Loss = 0.889416, Learning Rate = 0.00100000 (4.98 samples/sec; ETA 19.9 hrs)
2019-12-14 02:34:13 INFO     [Step 680] Avg. Loss = 0.872544, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 19.2 hrs)
2019-12-14 02:34:28 INFO     [Step 700] Avg. Loss = 0.872714, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 19.0 hrs)
2019-12-14 02:34:44 INFO     [Step 720] Avg. Loss = 0.865648, Learning Rate = 0.00100000 (4.99 samples/sec; ETA 19.9 hrs)
2019-12-14 02:35:00 INFO     [Step 740] Avg. Loss = 0.858659, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 19.3 hrs)
2019-12-14 02:35:16 INFO     [Step 760] Avg. Loss = 0.841360, Learning Rate = 0.00100000 (5.02 samples/sec; ETA 19.8 hrs)
2019-12-14 02:35:31 INFO     [Step 780] Avg. Loss = 0.839219, Learning Rate = 0.00100000 (5.15 samples/sec; ETA 19.2 hrs)
2019-12-14 02:35:47 INFO     [Step 800] Avg. Loss = 0.828069, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 19.0 hrs)
2019-12-14 02:36:03 INFO     [Step 820] Avg. Loss = 0.830945, Learning Rate = 0.00100000 (4.92 samples/sec; ETA 20.1 hrs)
2019-12-14 02:36:18 INFO     [Step 840] Avg. Loss = 0.817547, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.1 hrs)
2019-12-14 02:36:34 INFO     [Step 860] Avg. Loss = 0.808872, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 19.1 hrs)
2019-12-14 02:36:50 INFO     [Step 880] Avg. Loss = 0.793460, Learning Rate = 0.00100000 (5.09 samples/sec; ETA 19.5 hrs)
2019-12-14 02:37:05 INFO     [Step 900] Avg. Loss = 0.787783, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.1 hrs)
2019-12-14 02:37:21 INFO     [Step 920] Avg. Loss = 0.776027, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 20.0 hrs)
2019-12-14 02:37:37 INFO     [Step 940] Avg. Loss = 0.766755, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.1 hrs)
2019-12-14 02:37:52 INFO     [Step 960] Avg. Loss = 0.764652, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 19.0 hrs)
2019-12-14 02:38:08 INFO     [Step 980] Avg. Loss = 0.756100, Learning Rate = 0.00100000 (5.09 samples/sec; ETA 19.4 hrs)
2019-12-14 02:38:23 INFO     [Step 1000] Avg. Loss = 0.751836, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 19.0 hrs)
2019-12-14 02:38:39 INFO     [Step 1020] Avg. Loss = 0.728826, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 19.2 hrs)
2019-12-14 02:38:55 INFO     [Step 1040] Avg. Loss = 0.718865, Learning Rate = 0.00100000 (5.01 samples/sec; ETA 19.7 hrs)
2019-12-14 02:39:10 INFO     [Step 1060] Avg. Loss = 0.703273, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.1 hrs)
2019-12-14 02:39:26 INFO     [Step 1080] Avg. Loss = 0.695769, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.1 hrs)
2019-12-14 02:39:42 INFO     [Step 1100] Avg. Loss = 0.673468, Learning Rate = 0.00100000 (4.93 samples/sec; ETA 20.0 hrs)
2019-12-14 02:39:57 INFO     [Step 1120] Avg. Loss = 0.667934, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 19.0 hrs)
2019-12-14 02:40:13 INFO     [Step 1140] Avg. Loss = 0.656415, Learning Rate = 0.00100000 (5.07 samples/sec; ETA 19.5 hrs)
2019-12-14 02:40:29 INFO     [Step 1160] Avg. Loss = 0.641491, Learning Rate = 0.00100000 (5.13 samples/sec; ETA 19.2 hrs)
2019-12-14 02:40:44 INFO     [Step 1180] Avg. Loss = 0.641834, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 18.9 hrs)
2019-12-14 02:41:00 INFO     [Step 1200] Avg. Loss = 0.632579, Learning Rate = 0.00100000 (5.02 samples/sec; ETA 19.6 hrs)
2019-12-14 02:41:15 INFO     [Step 1220] Avg. Loss = 0.631910, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 19.0 hrs)
2019-12-14 02:41:31 INFO     [Step 1240] Avg. Loss = 0.618136, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.0 hrs)
2019-12-14 02:41:47 INFO     [Step 1260] Avg. Loss = 0.604302, Learning Rate = 0.00100000 (4.85 samples/sec; ETA 20.3 hrs)
2019-12-14 02:42:03 INFO     [Step 1280] Avg. Loss = 0.588527, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.9 hrs)
2019-12-14 02:42:18 INFO     [Step 1300] Avg. Loss = 0.583470, Learning Rate = 0.00100000 (5.04 samples/sec; ETA 19.6 hrs)
2019-12-14 02:42:34 INFO     [Step 1320] Avg. Loss = 0.574943, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 19.2 hrs)
2019-12-14 02:42:49 INFO     [Step 1340] Avg. Loss = 0.569313, Learning Rate = 0.00100000 (5.23 samples/sec; ETA 18.8 hrs)
2019-12-14 02:43:06 INFO     [Step 1360] Avg. Loss = 0.587228, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 20.0 hrs)
2019-12-14 02:43:21 INFO     [Step 1380] Avg. Loss = 0.576878, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.0 hrs)
2019-12-14 02:43:36 INFO     [Step 1400] Avg. Loss = 0.581824, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.9 hrs)
2019-12-14 02:43:52 INFO     [Step 1420] Avg. Loss = 0.569133, Learning Rate = 0.00100000 (4.97 samples/sec; ETA 19.8 hrs)
2019-12-14 02:44:08 INFO     [Step 1440] Avg. Loss = 0.564884, Learning Rate = 0.00100000 (5.13 samples/sec; ETA 19.2 hrs)
2019-12-14 02:44:24 INFO     [Step 1460] Avg. Loss = 0.538631, Learning Rate = 0.00100000 (4.96 samples/sec; ETA 19.8 hrs)
2019-12-14 02:44:40 INFO     [Step 1480] Avg. Loss = 0.524512, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.9 hrs)
2019-12-14 02:44:55 INFO     [Step 1500] Avg. Loss = 0.502827, Learning Rate = 0.00100000 (5.15 samples/sec; ETA 19.1 hrs)
2019-12-14 02:45:11 INFO     [Step 1520] Avg. Loss = 0.500521, Learning Rate = 0.00100000 (5.06 samples/sec; ETA 19.4 hrs)
2019-12-14 02:45:26 INFO     [Step 1540] Avg. Loss = 0.497111, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.9 hrs)
2019-12-14 02:45:42 INFO     [Step 1560] Avg. Loss = 0.498891, Learning Rate = 0.00100000 (5.15 samples/sec; ETA 19.1 hrs)
2019-12-14 02:45:58 INFO     [Step 1580] Avg. Loss = 0.506601, Learning Rate = 0.00100000 (5.08 samples/sec; ETA 19.3 hrs)
2019-12-14 02:46:13 INFO     [Step 1600] Avg. Loss = 0.500332, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 19.0 hrs)
2019-12-14 02:46:29 INFO     [Step 1620] Avg. Loss = 0.489943, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.0 hrs)
2019-12-14 02:46:45 INFO     [Step 1640] Avg. Loss = 0.478290, Learning Rate = 0.00100000 (4.93 samples/sec; ETA 19.9 hrs)
2019-12-14 02:47:00 INFO     [Step 1660] Avg. Loss = 0.482069, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 19.1 hrs)
2019-12-14 02:47:17 INFO     [Step 1680] Avg. Loss = 0.471074, Learning Rate = 0.00100000 (4.90 samples/sec; ETA 20.0 hrs)
2019-12-14 02:47:32 INFO     [Step 1700] Avg. Loss = 0.457652, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 18.8 hrs)
2019-12-14 02:47:47 INFO     [Step 1720] Avg. Loss = 0.464858, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.0 hrs)
2019-12-14 02:48:03 INFO     [Step 1740] Avg. Loss = 0.472658, Learning Rate = 0.00100000 (5.04 samples/sec; ETA 19.5 hrs)
2019-12-14 02:48:19 INFO     [Step 1760] Avg. Loss = 0.451408, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 19.0 hrs)
2019-12-14 02:48:34 INFO     [Step 1780] Avg. Loss = 0.450856, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.0 hrs)
2019-12-14 02:48:50 INFO     [Step 1800] Avg. Loss = 0.448465, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 19.8 hrs)
2019-12-14 02:49:06 INFO     [Step 1820] Avg. Loss = 0.435184, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 19.0 hrs)
2019-12-14 02:49:22 INFO     [Step 1840] Avg. Loss = 0.426500, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 19.8 hrs)
2019-12-14 02:49:38 INFO     [Step 1860] Avg. Loss = 0.425008, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 18.9 hrs)
2019-12-14 02:49:53 INFO     [Step 1880] Avg. Loss = 0.414968, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 19.0 hrs)
2019-12-14 02:50:10 INFO     [Step 1900] Avg. Loss = 0.406306, Learning Rate = 0.00100000 (4.87 samples/sec; ETA 20.1 hrs)
2019-12-14 02:50:25 INFO     [Step 1920] Avg. Loss = 0.409996, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 18.9 hrs)
2019-12-14 02:50:40 INFO     [Step 1940] Avg. Loss = 0.403248, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.9 hrs)
2019-12-14 02:50:57 INFO     [Step 1960] Avg. Loss = 0.392738, Learning Rate = 0.00100000 (4.96 samples/sec; ETA 19.7 hrs)
2019-12-14 02:51:12 INFO     [Step 1980] Avg. Loss = 0.404636, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.8 hrs)
2019-12-14 02:51:29 INFO     [Step 2000] Avg. Loss = 0.414895, Learning Rate = 0.00100000 (4.82 samples/sec; ETA 20.3 hrs)
2019-12-14 02:51:44 INFO     [Step 2020] Avg. Loss = 0.397879, Learning Rate = 0.00100000 (5.24 samples/sec; ETA 18.7 hrs)
2019-12-14 02:51:59 INFO     [Step 2040] Avg. Loss = 0.388655, Learning Rate = 0.00100000 (5.15 samples/sec; ETA 19.0 hrs)
2019-12-14 02:52:15 INFO     [Step 2060] Avg. Loss = 0.394926, Learning Rate = 0.00100000 (4.95 samples/sec; ETA 19.7 hrs)
2019-12-14 02:52:31 INFO     [Step 2080] Avg. Loss = 0.368837, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 18.8 hrs)
2019-12-14 02:52:46 INFO     [Step 2100] Avg. Loss = 0.350678, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 18.8 hrs)
2019-12-14 02:53:02 INFO     [Step 2120] Avg. Loss = 0.352750, Learning Rate = 0.00100000 (5.05 samples/sec; ETA 19.4 hrs)
2019-12-14 02:53:18 INFO     [Step 2140] Avg. Loss = 0.351130, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.8 hrs)
2019-12-14 02:53:33 INFO     [Step 2160] Avg. Loss = 0.335753, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 18.9 hrs)
2019-12-14 02:53:49 INFO     [Step 2180] Avg. Loss = 0.340345, Learning Rate = 0.00100000 (4.91 samples/sec; ETA 19.9 hrs)
2019-12-14 02:54:05 INFO     [Step 2200] Avg. Loss = 0.338856, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.8 hrs)
2019-12-14 02:54:21 INFO     [Step 2220] Avg. Loss = 0.326559, Learning Rate = 0.00100000 (4.99 samples/sec; ETA 19.5 hrs)
2019-12-14 02:54:36 INFO     [Step 2240] Avg. Loss = 0.319363, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 18.9 hrs)
2019-12-14 02:54:52 INFO     [Step 2260] Avg. Loss = 0.323485, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 18.9 hrs)
2019-12-14 02:55:08 INFO     [Step 2280] Avg. Loss = 0.320729, Learning Rate = 0.00100000 (5.02 samples/sec; ETA 19.4 hrs)
2019-12-14 02:55:23 INFO     [Step 2300] Avg. Loss = 0.319353, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 18.9 hrs)
2019-12-14 02:55:39 INFO     [Step 2320] Avg. Loss = 0.318572, Learning Rate = 0.00100000 (5.20 samples/sec; ETA 18.8 hrs)
2019-12-14 02:55:55 INFO     [Step 2340] Avg. Loss = 0.312459, Learning Rate = 0.00100000 (4.95 samples/sec; ETA 19.7 hrs)
2019-12-14 02:56:10 INFO     [Step 2360] Avg. Loss = 0.295040, Learning Rate = 0.00100000 (5.18 samples/sec; ETA 18.8 hrs)
2019-12-14 02:56:27 INFO     [Step 2380] Avg. Loss = 0.300445, Learning Rate = 0.00100000 (4.87 samples/sec; ETA 20.0 hrs)
2019-12-14 02:56:42 INFO     [Step 2400] Avg. Loss = 0.303879, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.7 hrs)
2019-12-14 02:56:58 INFO     [Step 2420] Avg. Loss = 0.301171, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 18.9 hrs)
2019-12-14 02:57:13 INFO     [Step 2440] Avg. Loss = 0.302722, Learning Rate = 0.00100000 (5.09 samples/sec; ETA 19.1 hrs)
2019-12-14 02:57:29 INFO     [Step 2460] Avg. Loss = 0.309931, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.7 hrs)
2019-12-14 02:57:44 INFO     [Step 2480] Avg. Loss = 0.294713, Learning Rate = 0.00100000 (5.13 samples/sec; ETA 19.0 hrs)
2019-12-14 02:58:00 INFO     [Step 2500] Avg. Loss = 0.295205, Learning Rate = 0.00100000 (4.96 samples/sec; ETA 19.6 hrs)
2019-12-14 02:58:16 INFO     [Step 2520] Avg. Loss = 0.294792, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 18.9 hrs)
2019-12-14 02:58:32 INFO     [Step 2540] Avg. Loss = 0.293693, Learning Rate = 0.00100000 (5.09 samples/sec; ETA 19.1 hrs)
2019-12-14 02:58:47 INFO     [Step 2560] Avg. Loss = 0.295740, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 18.8 hrs)
2019-12-14 02:59:03 INFO     [Step 2580] Avg. Loss = 0.289673, Learning Rate = 0.00100000 (5.16 samples/sec; ETA 18.8 hrs)
2019-12-14 02:59:19 INFO     [Step 2600] Avg. Loss = 0.280575, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 19.7 hrs)
2019-12-14 02:59:34 INFO     [Step 2620] Avg. Loss = 0.274572, Learning Rate = 0.00100000 (5.17 samples/sec; ETA 18.8 hrs)
2019-12-14 02:59:50 INFO     [Step 2640] Avg. Loss = 0.270572, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 18.9 hrs)
2019-12-14 03:00:06 INFO     [Step 2660] Avg. Loss = 0.263676, Learning Rate = 0.00100000 (4.99 samples/sec; ETA 19.5 hrs)
2019-12-14 03:00:21 INFO     [Step 2680] Avg. Loss = 0.272029, Learning Rate = 0.00100000 (5.22 samples/sec; ETA 18.6 hrs)
2019-12-14 03:00:37 INFO     [Step 2700] Avg. Loss = 0.265067, Learning Rate = 0.00100000 (5.14 samples/sec; ETA 18.9 hrs)
2019-12-14 03:00:53 INFO     [Step 2720] Avg. Loss = 0.263052, Learning Rate = 0.00100000 (4.94 samples/sec; ETA 19.6 hrs)
2019-12-14 03:01:08 INFO     [Step 2740] Avg. Loss = 0.257424, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.7 hrs)
2019-12-14 03:01:24 INFO     [Step 2760] Avg. Loss = 0.254883, Learning Rate = 0.00100000 (5.07 samples/sec; ETA 19.1 hrs)
2019-12-14 03:01:40 INFO     [Step 2780] Avg. Loss = 0.255659, Learning Rate = 0.00100000 (5.12 samples/sec; ETA 18.9 hrs)
2019-12-14 03:01:55 INFO     [Step 2800] Avg. Loss = 0.261420, Learning Rate = 0.00100000 (5.21 samples/sec; ETA 18.6 hrs)
2019-12-14 03:02:11 INFO     [Step 2820] Avg. Loss = 0.258303, Learning Rate = 0.00100000 (4.99 samples/sec; ETA 19.4 hrs)
2019-12-14 03:02:27 INFO     [Step 2840] Avg. Loss = 0.260511, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.7 hrs)
2019-12-14 03:02:42 INFO     [Step 2860] Avg. Loss = 0.255172, Learning Rate = 0.00100000 (5.15 samples/sec; ETA 18.8 hrs)
2019-12-14 03:02:58 INFO     [Step 2880] Avg. Loss = 0.240262, Learning Rate = 0.00100000 (5.06 samples/sec; ETA 19.1 hrs)
2019-12-14 03:03:13 INFO     [Step 2900] Avg. Loss = 0.225788, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.7 hrs)
2019-12-14 03:03:29 INFO     [Step 2920] Avg. Loss = 0.226050, Learning Rate = 0.00100000 (5.05 samples/sec; ETA 19.2 hrs)
2019-12-14 03:03:45 INFO     [Step 2940] Avg. Loss = 0.221473, Learning Rate = 0.00100000 (5.19 samples/sec; ETA 18.6 hrs)
